tile_id,atlas_row,atlas_column,category,source_tileset,source_row,source_column
3104,194,0,stone_misc,TILESET - Castle_Sasune_Inner.png,2,5
3105,194,1,stone_misc,TILESET - Castle_Argus-Tower.png,2,5
3106,194,2,stone_misc,TILESET - Amur-House.png,4,6
3107,194,3,stone_misc,TILESET - Canaan-Shrine.png,6,12
3108,194,4,stone_misc,TILESET - Canaan-Shrine.png,4,6
3109,194,5,stone_misc,TILESET - Canaan-NobleHouse.png,6,12
3110,194,6,stone_misc,TILESET - Tower_of_Owen1F.png,0,11
3111,194,7,stone_misc,TILESET - Tower_of_Owen11F.png,0,11
3112,194,8,stone_misc,TILESET - Dwarven_Hollow-ArmorShop.png,2,9
3113,194,9,stone_misc,TILESET - Saronia_Castle2.png,1,5
3114,194,10,stone_misc,TILESET - Castle_Sasune_Inner.png,1,5
3115,194,11,stone_misc,TILESET - The_Invincible.png,1,9
3116,194,12,stone_misc,TILESET - Eureka_B1.png,4,9
3117,194,13,stone_misc,TILESET - Canaan-ArmorShop.png,4,1
3118,194,14,stone_misc,TILESET - Canaan-Magic_WeaponShop.png,4,1
3119,194,15,stone_misc,TILESET - Tozus-Inn_ItemShop.png,4,1
3120,195,0,stone_misc,TILESET - Shop_1.png,0,0
3121,195,1,stone_misc,TILESET - Ur_EldersHouse.png,0,0
3122,195,2,stone_misc,TILESET - Inn_ItemShop.png,0,0
3123,195,3,stone_misc,TILESET - Amur.png,4,13
3124,195,4,stone_misc,TILESET - Ur.png,3,9
3125,195,5,stone_misc,TILESET - Dogas_Village.png,3,9
3126,195,6,stone_misc,TILESET - Canaan.png,3,9
3127,195,7,stone_misc,TILESET - Amur.png,3,9
3128,195,8,stone_misc,TILESET - Amur-Inn_Pub.png,1,4
3129,195,9,stone_misc,TILESET - Canaan-Inn_ItemShop.png,1,3
3130,195,10,stone_misc,TILESET - Tozus-Inn_ItemShop.png,0,13
3131,195,11,stone_misc,TILESET - Tozus-Inn_ItemShop.png,1,0
3132,195,12,stone_misc,TILESET - Canaan-Inn_ItemShop.png,3,0
3133,195,13,stone_misc,TILESET - Amur-Inn_Pub.png,4,13
3134,195,14,stone_misc,TILESET - Tozus-Inn_ItemShop.png,4,13
3135,195,15,stone_misc,TILESET - Canaan-Inn_ItemShop.png,4,11
3136,196,0,stone_misc,TILESET - Amur-Inn_Pub.png,4,14
3137,196,1,stone_misc,TILESET - Tozus-Inn_ItemShop.png,4,14
3138,196,2,stone_misc,TILESET - Canaan-Inn_ItemShop.png,4,14
3139,196,3,stone_misc,TILESET - Amur-Inn_Pub.png,5,10
3140,196,4,stone_misc,TILESET - Tozus-Inn_ItemShop.png,5,10
3141,196,5,stone_misc,TILESET - Inn_ItemShop.png,5,10
3142,196,6,stone_misc,TILESET - Vikings_Cove-Inn_ItemShop.png,2,0
3143,196,7,stone_misc,TILESET - Ur_EldersHouse.png,7,4
3144,196,8,stone_misc,TILESET - Amur-Shrine.png,4,6
3145,196,9,stone_misc,TILESET - Canaan-CidHouse_2F.png,4,6
3146,196,10,stone_misc,TILESET - Canaan-CidHouse_2F.png,6,12
3147,196,11,stone_misc,TILESET - Ur_EldersHouse.png,4,6
3148,196,12,stone_misc,TILESET - Canaan.png,3,8
3149,196,13,stone_misc,TILESET - Ur.png,3,8
3150,196,14,stone_misc,TILESET - Dogas_Village.png,4,10
3151,196,15,stone_misc,TILESET - Ur.png,4,10
3152,197,0,stone_misc,TILESET - Canaan-Magic_WeaponShop.png,3,0
3153,197,1,stone_misc,TILESET - Canaan-ArmorShop.png,3,0
3154,197,2,stone_misc,TILESET - Canaan-ArmorShop.png,1,11
3155,197,3,stone_misc,TILESET - Canaan-Magic_WeaponShop.png,1,11
3156,197,4,stone_misc,TILESET - Amur-ArmorShop.png,1,11
3157,197,5,stone_misc,TILESET - Canaan-Inn_ItemShop.png,3,2
3158,197,6,stone_misc,TILESET - Canaan-Magic_WeaponShop.png,3,1
3159,197,7,stone_misc,TILESET - Tower_of_Owen11F.png,2,13
3160,197,8,stone_misc,TILESET - Tower_of_Owen1F.png,2,13
3161,197,9,stone_misc,TILESET - Shop_1.png,3,1
3162,197,10,stone_misc,TILESET - Canaan.png,1,7
3163,197,11,stone_misc,TILESET - Shop_1.png,1,11
3164,197,12,stone_misc,TILESET - Shop_1.png,3,0
3165,197,13,stone_misc,TILESET - Canaan-NobleHouse.png,4,14
3166,197,14,stone_misc,TILESET - Bahamuts_Nest.png,2,5
3167,197,15,stone_misc,TILESET - Dwarven_Hollow-ArmorShop.png,1,12
3168,198,0,stone_misc,TILESET - Eureka_B6.png,1,3
3169,198,1,stone_misc,TILESET - Ancients_Maze1.png,6,12
3170,198,2,stone_misc,TILESET - Airship.png,6,12
3171,198,3,stone_misc,TILESET - Eureka_B1.png,6,12
3172,198,4,stone_misc,TILESET - Crystal_Tower_5F.png,1,1
3173,198,5,stone_misc,TILESET - Crystal_Tower_8F_1.png,3,8
3174,198,6,stone_misc,TILESET - World_of_Darkness7.png,3,6
3175,198,7,stone_misc,TILESET - Village_of_Gysahl-Inn_ItemShop.png,2,6
3176,198,8,stone_misc,TILESET - Heins_Castle1.png,3,3
3177,198,9,stone_misc,TILESET - Canaan-NobleHouse.png,2,15
3178,198,10,stone_misc,TILESET - Ur_Shed.png,2,15
3179,198,11,stone_misc,TILESET - Ur_Shed.png,5,6
3180,198,12,stone_misc,TILESET - Amur-House.png,2,15
3181,198,13,stone_misc,TILESET - Canaan-Shrine.png,2,15
3182,198,14,stone_misc,TILESET - Canaan-CidHouse_1F.png,2,15
3183,198,15,stone_misc,TILESET - Canaan-CidHouse_1F.png,5,6
3184,199,0,stone_misc,TILESET - Canaan-Shrine.png,5,6
3185,199,1,stone_misc,TILESET - Saronia_NorthEast.png,3,9
3186,199,2,stone_misc,TILESET - Amur-ArmorShop.png,4,13
3187,199,3,stone_misc,TILESET - Canaan-ArmorShop.png,4,13
3188,199,4,stone_misc,TILESET - Canaan-Magic_WeaponShop.png,4,13
3189,199,5,stone_misc,TILESET - Canaan-Magic_WeaponShop.png,5,10
3190,199,6,stone_misc,TILESET - Canaan-ArmorShop.png,5,10
3191,199,7,stone_misc,TILESET - Canaan-Magic_WeaponShop.png,4,14
3192,199,8,stone_misc,TILESET - Canaan-ArmorShop.png,4,14
3193,199,9,stone_misc,TILESET - Tozus-Magic_WeaponShop.png,4,14
3194,199,10,stone_misc,TILESET - Dwarven_Hollow-ArmorShop.png,2,14
3195,199,11,stone_misc,TILESET - Canaan.png,4,15
3196,199,12,stone_misc,TILESET - Kazus.png,4,15
3197,199,13,stone_misc,TILESET - Amur-House.png,4,14
3198,199,14,stone_misc,TILESET - Canaan-CidHouse_1F.png,4,11
3199,199,15,stone_misc,TILESET - Canaan-Shrine.png,4,11
3200,200,0,stone_misc,TILESET - Crystal_Tower_8F_1.png,2,9
3201,200,1,stone_misc,TILESET - Crystal_Tower_8F_1.png,2,11
3202,200,2,stone_misc,TILESET - Saronia_Castle2.png,1,1
3203,200,3,stone_misc,TILESET - Canaan-NobleHouse.png,3,1
3204,200,4,stone_misc,TILESET - Shop_1.png,5,9
3205,200,5,stone_misc,TILESET - Shop_1.png,4,12
3206,200,6,stone_misc,TILESET - Shop_1.png,5,10
3207,200,7,stone_misc,TILESET - Canaan.png,5,13
3208,200,8,stone_misc,TILESET - Replito.png,5,2
3209,200,9,stone_misc,TILESET - Ur.png,4,15
3210,200,10,stone_misc,TILESET - Dogas_Village.png,4,15
3211,200,11,stone_misc,TILESET - Saronia_Castle-Gate.png,4,14
3212,200,12,stone_misc,TILESET - Eureka_B1.png,4,2
3213,200,13,stone_misc,TILESET - Canaan-Inn_ItemShop.png,4,2
3214,200,14,stone_misc,TILESET - Canaan-ArmorShop.png,4,2
3215,200,15,stone_misc,TILESET - Canaan-Magic_WeaponShop.png,4,2
3216,201,0,stone_misc,TILESET - Saronia_Castle2.png,4,3
3217,201,1,stone_misc,TILESET - Canaan-Inn_ItemShop.png,4,12
3218,201,2,stone_misc,TILESET - Canaan-Inn_ItemShop.png,4,13
3219,201,3,stone_misc,TILESET - Canaan-Inn_ItemShop.png,5,9
3220,201,4,stone_misc,TILESET - Canaan-NobleHouse.png,1,12
3221,201,5,stone_misc,TILESET - Saronia_Castle2.png,1,7
3222,201,6,stone_misc,TILESET - Canaan-Inn_ItemShop.png,5,10
3223,201,7,stone_misc,TILESET - Dogas_Village.png,3,8
3224,201,8,stone_misc,TILESET - Canaan.png,5,0
3225,201,9,stone_misc,TILESET - Ur.png,5,0
3226,201,10,stone_misc,TILESET - Ur_EldersHouse.png,6,12
3227,201,11,stone_misc,TILESET - Canaan-CidHouse_2F.png,5,10
3228,201,12,stone_misc,TILESET - Amur-Shrine.png,5,10
3229,201,13,stone_misc,TILESET - Eureka_B6.png,5,14
3230,201,14,stone_misc,TILESET - Eureka_B6.png,4,14
3231,201,15,stone_misc,TILESET - Shop_1.png,4,13
3232,202,0,stone_misc,TILESET - Canaan-ArmorShop.png,1,12
3233,202,1,stone_misc,TILESET - Ur.png,5,13
3234,202,2,stone_misc,TILESET - Saronia_Castle-Gate.png,4,13
3235,202,3,stone_misc,TILESET - Canaan-Magic_WeaponShop.png,0,13
3236,202,4,stone_misc,TILESET - Canaan-ArmorShop.png,0,13
3237,202,5,stone_misc,TILESET - Canaan-Inn_ItemShop.png,0,13
3238,202,6,stone_misc,TILESET - Amur-ArmorShop.png,0,13
3239,202,7,stone_misc,TILESET - Shop_1.png,0,13
3240,202,8,stone_misc,TILESET - Inn_ItemShop.png,0,13
3241,202,9,stone_misc,TILESET - Shop_1.png,2,9
3242,202,10,stone_misc,TILESET - Dogas_Village.png,5,5
3243,202,11,stone_misc,TILESET - Canaan-Inn_ItemShop.png,1,4
3244,202,12,stone_misc,TILESET - Tozus-Inn_ItemShop.png,1,4
3245,202,13,stone_misc,TILESET - Dogas_Village.png,4,11
3246,202,14,stone_misc,TILESET - Tozus-Inn_ItemShop.png,4,2
3247,202,15,stone_misc,TILESET - Ur_EldersHouse.png,4,14
3248,203,0,stone_misc,TILESET - Amur.png,4,12
3249,203,1,stone_misc,TILESET - Amur.png,3,10
3250,203,2,stone_misc,TILESET - Dogas_Village.png,3,10
3251,203,3,stone_misc,TILESET - Ur.png,3,10
3252,203,4,stone_misc,TILESET - Canaan.png,3,10
3253,203,5,stone_misc,TILESET - Canaan.png,4,12
3254,203,6,stone_misc,TILESET - Dogas_Village.png,4,12
3255,203,7,stone_misc,TILESET - Ur.png,4,12
3256,203,8,stone_misc,TILESET - Saronia_Castle-Gate.png,3,9
3257,203,9,stone_misc,TILESET - Amur.png,5,13
3258,203,10,stone_misc,TILESET - Canaan-ArmorShop.png,1,9
3259,203,11,stone_misc,TILESET - Canaan-Shrine.png,4,14
3260,203,12,stone_misc,TILESET - Canaan-CidHouse_1F.png,4,14
3261,203,13,stone_misc,TILESET - Ur_Shed.png,4,14
3262,203,14,stone_misc,TILESET - Canaan-NobleHouse.png,4,11
3263,203,15,stone_misc,TILESET - Falgabard.png,4,5
3264,204,0,stone_misc,TILESET - Kazus.png,4,5
3265,204,1,stone_misc,TILESET - Eureka_B3.png,1,10
3266,204,2,stone_misc,TILESET - Eureka_B1.png,1,10
3267,204,3,stone_misc,TILESET - Falgabard_Cave.png,1,10
3268,204,4,stone_misc,TILESET - Amur-Shrine.png,1,12
3269,204,5,stone_misc,TILESET - Dogas_Grotto1.png,0,9
3270,204,6,stone_misc,TILESET - Eureka_B6.png,2,5
3271,204,7,stone_misc,TILESET - Eureka_B6.png,0,2
3272,204,8,stone_misc,TILESET - Eureka_B6.png,3,15
3273,204,9,stone_misc,TILESET - Eureka_B6.png,1,4
3274,204,10,stone_misc,TILESET - Eureka_B6.png,0,1
3275,204,11,stone_misc,TILESET - Eureka_B6.png,0,8
3276,204,12,stone_misc,TILESET - Eureka_B6.png,2,2
3277,204,13,stone_misc,TILESET - Castle_Sasune.png,6,9
3278,204,14,stone_misc,TILESET - Saronia_Castle1.png,6,9
3279,204,15,stone_misc,TILESET - Airship.png,7,4
3280,205,0,stone_misc,TILESET - The_Invincible.png,7,4
3281,205,1,stone_misc,TILESET - Crystal_Tower_5F.png,6,12
3282,205,2,stone_misc,TILESET - Crystal Room.png,6,12
3283,205,3,stone_misc,TILESET - Ur_Shed.png,6,12
3284,205,4,stone_misc,TILESET - Ur_Shed.png,7,4
3285,205,5,stone_misc,TILESET - Ur_Shed.png,4,6
3286,205,6,stone_misc,TILESET - Canaan-NobleHouse.png,7,4
3287,205,7,stone_misc,TILESET - Eureka_B6.png,6,1
3288,205,8,stone_misc,TILESET - Kazus.png,5,1
3289,205,9,stone_misc,TILESET - Saronia_NorthEast.png,4,12
3290,205,10,stone_misc,TILESET - Saronia_NorthEast.png,3,10
3291,205,11,stone_misc,TILESET - Eureka_B6.png,0,0
3292,205,12,stone_misc,TILESET - Canaan.png,5,2
3293,205,13,stone_misc,TILESET - Amur-ArmorShop.png,1,9
3294,205,14,stone_misc,TILESET - Shop_1.png,1,9
3295,205,15,stone_misc,TILESET - Tozus-Magic_WeaponShop.png,1,9
3296,206,0,stone_misc,TILESET - Kazus.png,5,13
3297,206,1,stone_misc,TILESET - Amur-ArmorShop.png,1,12
3298,206,2,stone_misc,TILESET - Shop_1.png,1,12
3299,206,3,stone_misc,TILESET - Canaan-Magic_WeaponShop.png,1,12
3300,206,4,stone_misc,TILESET - Tozus-Magic_WeaponShop.png,1,12
3301,206,5,stone_misc,TILESET - Dogas_Village.png,3,6
3302,206,6,stone_misc,TILESET - Ur.png,3,6
3303,206,7,stone_misc,TILESET - Canaan.png,3,6
3304,206,8,stone_misc,TILESET - Canaan.png,7,7
3305,206,9,stone_misc,TILESET - Ur.png,7,7
3306,206,10,stone_misc,TILESET - Canaan-Magic_WeaponShop.png,2,9
3307,206,11,stone_misc,TILESET - Canaan-ArmorShop.png,2,9
3308,206,12,stone_misc,TILESET - Canaan-CidHouse_2F.png,2,9
3309,206,13,stone_misc,TILESET - Amur-ArmorShop.png,2,9
3310,206,14,stone_misc,TILESET - Ur_EldersHouse.png,2,9
3311,206,15,stone_misc,TILESET - Tozus-Magic_WeaponShop.png,2,9
3312,207,0,stone_misc,TILESET - Canaan.png,5,5
3313,207,1,stone_misc,TILESET - Canaan-ArmorShop.png,1,3
3314,207,2,stone_misc,TILESET - Falgabard.png,4,9
3315,207,3,stone_misc,TILESET - Kazus.png,4,9
3316,207,4,stone_misc,TILESET - Eureka_B6.png,2,1
3317,207,5,stone_misc,TILESET - Saronia_Castle-Gate.png,3,8
3318,207,6,stone_misc,TILESET - Ur_Shed.png,1,12
3319,207,7,stone_misc,TILESET - Amur-House.png,1,12
3320,207,8,stone_misc,TILESET - Canaan-CidHouse_1F.png,1,12
3321,207,9,stone_misc,TILESET - Canaan-Shrine.png,1,12
3322,207,10,stone_misc,TILESET - Saronia_Castle-Gate.png,4,12
3323,207,11,stone_misc,TILESET - Amur-Shrine.png,1,3
3324,207,12,stone_misc,TILESET - Ur_EldersHouse.png,1,3
3325,207,13,stone_misc,TILESET - Canaan-CidHouse_2F.png,1,3
3326,207,14,stone_misc,TILESET - Canaan-CidHouse_2F.png,1,1
3327,207,15,stone_misc,TILESET - Canaan-CidHouse_2F.png,1,2
3328,208,0,stone_misc,TILESET - Ur_EldersHouse.png,1,2
3329,208,1,stone_misc,TILESET - Ur_EldersHouse.png,1,1
3330,208,2,stone_misc,TILESET - Amur-Shrine.png,1,1
3331,208,3,stone_misc,TILESET - Amur-Shrine.png,1,2
3332,208,4,stone_misc,TILESET - Saronia_Castle2.png,1,8
3333,208,5,stone_misc,TILESET - Eureka_B6.png,1,2
3334,208,6,stone_misc,TILESET - Crystal_Tower_5F.png,2,12
3335,208,7,stone_misc,TILESET - Dwarven_HollowB1_B2.png,1,2
3336,208,8,stone_misc,TILESET - Dwarven_HollowB1_B2.png,1,1
3337,208,9,stone_misc,TILESET - Dwarven_HollowB1_B2.png,1,3
3338,208,10,stone_misc,TILESET - Dogas_Grotto1.png,1,0
3339,208,11,stone_misc,TILESET - Saronia_Castle2.png,0,14
3340,208,12,stone_misc,TILESET - Saronia_Catacombs1.png,0,14
3341,208,13,stone_misc,TILESET - Saronia_Castle2.png,0,6
3342,208,14,stone_misc,TILESET - Saronia_Catacombs1.png,0,6
3343,208,15,stone_misc,TILESET - Castle_Sasune_Inner.png,0,6
3344,209,0,stone_misc,TILESET - Saronia_Castle2.png,0,7
3345,209,1,stone_misc,TILESET - Saronia_Castle2.png,1,4
3346,209,2,stone_misc,TILESET - Saronia_Castle-Gate.png,5,5
3347,209,3,stone_misc,TILESET - Crystal_Tower_8F_1.png,3,5
3348,209,4,stone_misc,TILESET - Saronia_Castle2.png,1,2
3349,209,5,stone_misc,TILESET - Amur.png,3,8
3350,209,6,stone_misc,TILESET - Replito.png,4,9
3351,209,7,stone_misc,TILESET - Saronia_Castle-Gate.png,3,10
3352,209,8,stone_misc,TILESET - Amur.png,4,11
3353,209,9,stone_misc,TILESET - Saronia_Castle2.png,1,3
3354,209,10,stone_misc,TILESET - Dogas_Grotto1.png,0,11
3355,209,11,stone_misc,TILESET - Eureka_B6.png,6,2
3356,209,12,water_blue,TILESET - Wreck1.png,1,11
3357,209,13,water_blue,TILESET - Cave_of_Shadows4.png,4,8
3358,209,14,water_blue,TILESET - Ur_Well.png,4,8
3359,209,15,water_blue,TILESET - Cave_of_Tides3.png,4,8
3360,210,0,water_blue,TILESET - Cave_of_Shadows1_1.png,4,8
3361,210,1,water_blue,TILESET - Eureka_B1.png,3,0
3362,210,2,water_blue,TILESET - Crystal_Tower_1F.png,3,0
3363,210,3,water_blue,TILESET - Tower_of_Owen10F.png,4,14
3364,210,4,water_blue,TILESET - Tower_of_Owen3F.png,4,14
3365,210,5,water_blue,TILESET - Amur-House.png,4,7
3366,210,6,water_blue,TILESET - Saronia_NorthWest-Library.png,4,7
3367,210,7,water_blue,TILESET - Saronia_Castle-Gate.png,6,12
3368,210,8,water_blue,TILESET - Wreck1.png,0,1
3369,210,9,water_blue,TILESET - Crystal_Tower_8F_2.png,3,0
3370,210,10,water_blue,TILESET - Cave_of_Tides-Crystal_Room.png,3,0
3371,210,11,water_blue,TILESET - Tower_of_Owen1F.png,4,14
3372,210,12,water_blue,TILESET - Castle_Argus-Tower.png,0,4
3373,210,13,water_blue,TILESET - Crystal_Tower_1F.png,4,8
3374,210,14,water_blue,TILESET - Cave_of_Tides-Crystal_Room.png,4,8
3375,210,15,water_blue,TILESET - Crystal Room.png,4,8
3376,211,0,water_blue,TILESET - Tozus.png,0,7
3377,211,1,water_blue,TILESET - Saronia_Castle3.png,0,4
3378,211,2,water_blue,TILESET - Saronia_Castle-Gate.png,0,8
3379,211,3,water_blue,TILESET - Ancient_Ruins3.png,4,7
3380,211,4,water_blue,TILESET - Crystal_Tower_8F_2.png,3,15
3381,211,5,water_blue,TILESET - Castle_Argus-Tower.png,1,15
3382,211,6,water_blue,TILESET - Temple_of_Time1_1.png,3,12
3383,211,7,water_blue,TILESET - Gulgan_Gulch1.png,5,9
3384,211,8,water_blue,TILESET - Cave_of_Tides-Crystal_Room.png,3,12
3385,211,9,water_blue,TILESET - Crystal Room.png,3,12
3386,211,10,water_blue,TILESET - Crystal_Tower_8F_2.png,3,12
3387,211,11,water_blue,TILESET - Cave_of_Tides-Crystal_Room.png,4,12
3388,211,12,water_blue,TILESET - Eureka_B1.png,1,6
3389,211,13,water_blue,TILESET - Gulgan_Gulch1.png,0,1
3390,211,14,water_blue,TILESET - Gulgan_Gulch1.png,0,13
3391,211,15,water_blue,TILESET - Crystal Room.png,3,0
3392,212,0,water_blue,TILESET - Sewers1.png,4,15
3393,212,1,water_blue,TILESET - Gulgan_Gulch1.png,6,3
3394,212,2,water_blue,TILESET - Gulgan_Gulch1.png,2,15
3395,212,3,water_blue,TILESET - World_of_Darkness1.png,1,3
3396,212,4,water_blue,TILESET - Crystal_Tower_8F_2.png,2,8
3397,212,5,water_blue,TILESET - Crystal_Tower_8F_2.png,3,2
3398,212,6,water_blue,TILESET - Crystal Room.png,0,12
3399,212,7,water_blue,TILESET - World_of_Darkness1.png,1,7
3400,212,8,water_blue,TILESET - Tozus.png,0,14
3401,212,9,water_blue,TILESET - World_of_Darkness-Crystal_Room.png,4,6
3402,212,10,water_blue,TILESET - Cave_of_Shadows4.png,4,6
3403,212,11,water_blue,TILESET - World_of_Darkness1.png,4,6
3404,212,12,water_blue,TILESET - Dogas_Grotto1.png,4,6
3405,212,13,water_blue,TILESET - Cave_of_Shadows1_1.png,4,6
3406,212,14,water_blue,TILESET - Cave_of_Tides3.png,4,6
3407,212,15,water_blue,TILESET - Gulgan_Gulch1.png,3,13
3408,213,0,water_blue,TILESET - Ur_Well.png,4,6
3409,213,1,water_blue,TILESET - Cave_of_Shadows6.png,4,6
3410,213,2,water_blue,TILESET - Sewers1.png,4,6
3411,213,3,water_blue,TILESET - Dwarven_Hollow-ArmorShop.png,3,13
3412,213,4,water_blue,TILESET - Ancient_Ruins3.png,4,6
3413,213,5,water_blue,TILESET - Sunken_Cave1.png,0,4
3414,213,6,water_blue,TILESET - Ancient_Ruins3.png,0,4
3415,213,7,water_blue,TILESET - Crystal_Tower_8F_2.png,0,4
3416,213,8,water_blue,TILESET - Cave_of_Shadows6.png,0,4
3417,213,9,water_blue,TILESET - Falgabard_Cave.png,4,6
3418,213,10,water_blue,TILESET - Crystal Room.png,4,6
3419,213,11,water_blue,TILESET - Cave_of_Tides-Crystal_Room.png,4,6
3420,213,12,water_blue,TILESET - Crystal_Tower_1F.png,4,6
3421,213,13,water_blue,TILESET - Cave_of_Tides1.png,4,6
3422,213,14,water_blue,TILESET - Crystal_Tower_5F.png,4,6
3423,213,15,water_blue,TILESET - Amur-House.png,5,7
3424,214,0,water_blue,TILESET - Canaan-CidHouse_2F.png,5,7
3425,214,1,water_blue,TILESET - Canaan-CidHouse_1F.png,5,7
3426,214,2,water_blue,TILESET - Canaan-Shrine.png,5,0
3427,214,3,water_blue,TILESET - Canaan-CidHouse_1F.png,5,0
3428,214,4,water_blue,TILESET - Canaan-CidHouse_2F.png,5,0
3429,214,5,water_blue,TILESET - Amur-House.png,2,0
3430,214,6,water_blue,TILESET - Saronia_NorthWest-Library.png,2,0
3431,214,7,water_blue,TILESET - Canaan-CidHouse_1F.png,2,0
3432,214,8,water_blue,TILESET - Canaan-Shrine.png,5,7
3433,214,9,water_blue,TILESET - Canaan-Magic_WeaponShop.png,5,0
3434,214,10,water_blue,TILESET - Canaan-ArmorShop.png,5,0
3435,214,11,water_blue,TILESET - Canaan-ArmorShop.png,5,7
3436,214,12,water_blue,TILESET - Airship.png,4,7
3437,214,13,water_blue,TILESET - Eureka_B6.png,2,11
3438,214,14,water_blue,TILESET - Eureka_B6.png,1,10
3439,214,15,water_blue,TILESET - Eureka_B6.png,2,12
3440,215,0,water_blue,TILESET - Ur_EldersHouse.png,5,1
3441,215,1,water_blue,TILESET - Castle_Argus3F.png,0,4
3442,215,2,water_blue,TILESET - Saronia_Castle5.png,0,4
3443,215,3,water_blue,TILESET - Amur-Shrine.png,2,13
3444,215,4,water_blue,TILESET - Dwarven_HollowB3_1.png,2,13
3445,215,5,water_blue,TILESET - Castle_Argus3F.png,1,5
3446,215,6,water_blue,TILESET - Eureka_B6.png,0,14
3447,215,7,water_blue,TILESET - Temple_of_Time1_1.png,0,0
3448,215,8,water_blue,TILESET - Tozus.png,0,8
3449,215,9,water_blue,TILESET - Amur.png,0,8
3450,215,10,water_blue,TILESET - Ur.png,0,8
3451,215,11,water_blue,TILESET - Kazus.png,0,8
3452,215,12,water_blue,TILESET - Canaan.png,0,8
3453,215,13,water_blue,TILESET - Eureka_B6.png,0,13
3454,215,14,water_blue,TILESET - Ur_Shed.png,2,0
3455,215,15,water_blue,TILESET - Canaan-Shrine.png,2,0
3456,216,0,water_blue,TILESET - Tozus.png,6,12
3457,216,1,water_blue,TILESET - Canaan.png,6,12
3458,216,2,water_blue,TILESET - Kazus.png,6,12
3459,216,3,water_blue,TILESET - Amur.png,6,12
3460,216,4,water_blue,TILESET - Ur.png,6,12
3461,216,5,water_blue,TILESET - Crystal Room.png,0,4
3462,216,6,water_blue,TILESET - Mythril_Mine.png,0,4
3463,216,7,water_blue,TILESET - Castle_Sasune_Inner2.png,0,4
3464,216,8,water_blue,TILESET - Ur_Well.png,0,0
3465,216,9,water_blue,TILESET - Crystal_Tower_5F.png,4,1
3466,216,10,water_blue,TILESET - Cave_of_Tides1.png,4,1
3467,216,11,water_blue,TILESET - Cave_of_Tides-Crystal_Room.png,4,1
3468,216,12,water_blue,TILESET - Crystal_Tower_1F.png,4,1
3469,216,13,water_blue,TILESET - Crystal Room.png,4,1
3470,216,14,water_blue,TILESET - Ur_Shed.png,1,8
3471,216,15,water_blue,TILESET - Saronia_SouthEast2.png,0,4
3472,217,0,water_blue,TILESET - Castle_Sasune_Inner.png,0,4
3473,217,1,water_blue,TILESET - Ur_Shed.png,4,7
3474,217,2,water_blue,TILESET - Canaan-NobleHouse.png,4,7
3475,217,3,water_blue,TILESET - World_of_Darkness-Crystal_Room.png,2,8
3476,217,4,water_blue,TILESET - Crystal Room.png,2,8
3477,217,5,water_blue,TILESET - Cave_of_Tides-Crystal_Room.png,2,8
3478,217,6,water_blue,TILESET - Cave_of_Tides3.png,3,6
3479,217,7,water_blue,TILESET - Cave_of_Shadows4.png,3,6
3480,217,8,water_blue,TILESET - Ur_Well.png,3,6
3481,217,9,water_blue,TILESET - Dogas_Grotto1.png,3,6
3482,217,10,water_blue,TILESET - Cave_of_Shadows1_1.png,3,6
3483,217,11,water_blue,TILESET - Eureka_B1.png,2,9
3484,217,12,water_blue,TILESET - Crystal_Tower_8F_1.png,1,9
3485,217,13,water_blue,TILESET - Gulgan_Gulch1.png,3,1
3486,217,14,water_blue,TILESET - Gulgan_Gulch1.png,3,2
3487,217,15,water_blue,TILESET - World_of_Darkness-Crystal_Room.png,1,10
3488,218,0,water_blue,TILESET - Nepto_Temple1F.png,1,14
3489,218,1,water_blue,TILESET - Nepto_Temple1F.png,1,7
3490,218,2,water_blue,TILESET - Sewers1.png,4,0
3491,218,3,water_blue,TILESET - Cave_of_Tides3.png,6,12
3492,218,4,water_blue,TILESET - Crystal_Tower_1F.png,1,9
3493,218,5,water_blue,TILESET - Cave_of_Shadows4.png,0,15
3494,218,6,water_blue,TILESET - Cave_of_Tides3.png,0,15
3495,218,7,water_blue,TILESET - Dogas_Grotto1.png,0,15
3496,218,8,water_blue,TILESET - Cave_of_Shadows1_1.png,0,15
3497,218,9,water_blue,TILESET - Crystal_Tower_8F_1.png,1,8
3498,218,10,water_blue,TILESET - Crystal_Tower_8F_1.png,0,7
3499,218,11,water_blue,TILESET - Crystal_Tower_8F_1.png,1,14
3500,218,12,water_blue,TILESET - Cave_of_Shadows4.png,4,1
3501,218,13,water_blue,TILESET - Gulgan_Gulch1.png,4,9
3502,218,14,water_blue,TILESET - Ur_Well.png,4,1
3503,218,15,water_blue,TILESET - Cave_of_Tides3.png,4,1
3504,219,0,water_blue,TILESET - World_of_Darkness1.png,4,1
3505,219,1,water_blue,TILESET - Dogas_Grotto1.png,4,1
3506,219,2,water_blue,TILESET - Cave_of_Shadows1_1.png,4,1
3507,219,3,water_blue,TILESET - Saronia_Castle-Gate.png,0,9
3508,219,4,water_blue,TILESET - Saronia_Castle-Gate.png,0,10
3509,219,5,water_blue,TILESET - Tower_of_Owen10F.png,4,3
3510,219,6,water_blue,TILESET - Saronia_Castle-Gate.png,4,8
3511,219,7,water_blue,TILESET - Gulgan_Gulch1.png,1,4
3512,219,8,water_blue,TILESET - Eureka_B1.png,2,8
